Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar radiation
27.9,23.2,82.06507111,94.57436371,27.23104006,24.25168507,8.241860112,48.43618592,0.81431337,0.871978162,0.67249791,0.5301402,13.09156011,4.79781884,0,0,37.5237,126.909,17.2956,0.2223,5707.32959
27.6,23.1,79.6061554,93.51419067,27.52590355,24.29507111,8.203332762,37.12472619,0.858011312,0.884358302,0.700476769,0.566458699,10.62553218,5.296893775,0,0,37.5237,126.97,19.5844,0.2713,5713.243652
26,21.5,73.33375549,96.29646301,28.21589008,24.09057792,6.957715581,68.17681146,0.394186256,0.515578061,0.50554304,0.493432257,0,0,0,0,37.6046,126.991,212.335,2.785,5841.619141
28.4,22.6,64.18071747,89.62153625,30.59837379,25.57042041,6.929765383,52.08320149,0.393699542,0.478159353,0.436575305,0.410732684,0,0,0,0,37.6046,127.032,44.7624,0.5141,5713.085449
28.3,23.2,60.28287125,85.12820435,31.86944075,26.19636246,7.167026003,11.20307259,0.42877277,0.507268718,0.425008999,0.440225807,0,0,0,0,37.5776,127.058,33.3068,0.2661,5707.422852
28.9,23.3,74.7917099,97.00634003,29.90130078,24.32339173,6.63999025,98.06959118,0.324439577,0.420860062,0.390366154,0.363252694,0,0,0,0,37.645,127.022,45.716,2.5348,5700.435059
28.1,22.9,68.78255463,93.73091125,30.49514241,24.88119373,6.192994903,95.18087922,0.420799633,0.486447055,0.442979211,0.442093525,0,0,0,0,37.5507,127.135,35.038,0.5055,5701.980957
28.4,23.3,67.17752838,88.85051727,30.50894319,25.49386994,6.442067554,40.34408808,0.416200467,0.524569209,0.498082029,0.450919364,0,0,0,0,37.5102,127.042,54.6384,0.1457,5716.173828
28.4,23.3,76.65180969,94.04233551,28.67239902,25.40552751,6.13189132,91.91677829,0.416712419,0.51509164,0.536721763,0.506112196,0,0,0,0,37.5776,126.838,12.37,0.0985,5692.382324
28.5,23.1,70.8592453,91.45915985,29.31828788,25.24490943,7.189999074,44.11654296,0.428725118,0.58736005,0.521986979,0.489823427,0.001069665,0,0,0,37.4697,126.91,52.518,1.5629,5704.723633
28.7,23.1,75.71196747,94.95630646,28.74770043,24.85474516,6.684485058,77.25729475,0.43024123,0.592233399,0.506143735,0.513560316,0.005924067,0,0,0,37.4967,126.826,50.9312,0.4125,5720.690918
26.8,22,71.64803314,91.71305847,28.3678509,24.40246402,8.070874691,50.52350378,0.404403176,0.54288779,0.533968056,0.505350719,0.002467567,0,0,0,37.4562,126.955,208.507,5.1782,5719.606934
28.2,23,63.64530563,89.12463379,31.43344114,25.64653322,6.574837307,35.26222456,0.412453883,0.516177722,0.46825383,0.431811216,0,0,0,0,37.5372,127.085,28.7,0.6233,5708.97998
28.1,21.9,65.01636505,87.55974579,30.22736274,25.43050748,7.254554609,13.72334939,0.409453794,0.529062507,0.489807109,0.452075596,0,0,0,0,37.5507,126.988,132.118,0.5931,5766.102051
29,23.4,60.9781189,87.49806976,31.81544599,25.57778778,6.961431444,41.49208653,0.428355713,0.479220587,0.432672664,0.394950986,0,0,0,0,37.5776,127.083,59.8324,2.6865,5701.450195
28.7,23.1,66.41188812,88.32041931,30.0111169,25.81175273,7.109966576,13.03408513,0.430411304,0.558789091,0.511608975,0.478849138,0.002507701,0,0,0,37.4967,126.927,30.968,0.618,5700.619629
28.5,23.2,65.59357452,87.37348938,30.45575436,25.99982242,6.888590157,14.45009873,0.422908579,0.518819517,0.493923431,0.451461832,0,0,0,0,37.5507,126.937,30.0464,0.8552,5711.833496
27.6,22.5,69.58205414,89.36456299,29.58510295,25.30874183,6.471858601,64.46593475,0.403886381,0.48342653,0.488712708,0.449857099,0.005878803,0,0,0,37.4697,126.995,82.2912,2.2579,5697.509766
28.1,22.6,65.58155823,94.12773895,30.6665748,24.61211163,6.402651052,113.5407532,0.406466009,0.422572261,0.405634961,0.400133789,0,0,0,0,37.6181,127.099,53.4712,0.697,5715.19873
29.5,22.7,69.66989899,91.10058594,29.91621562,25.02563539,6.110279928,72.5088714,0.423365325,0.505536621,0.486960417,0.456129845,0.006355442,0,0,0,37.4832,127.024,56.4448,1.2313,5705.057617
28.5,22.9,66.71457672,89.12969208,29.79596585,25.58493689,6.684968551,38.1201424,0.398807153,0.525128955,0.498677265,0.45360249,0,0,0,0,37.5776,126.938,75.0924,1.7678,5738.621582
28.3,22.7,77.67446899,97.94615173,28.58456351,24.13259053,8.216982245,71.17950118,0.389629465,0.497377118,0.498438563,0.472935783,0,0,0,0,37.6181,127.004,146.554,4.7296,5780.612305
28.3,23.2,61.44780731,86.2049408,31.6222717,26.07370472,7.033008774,7.421642532,0.408896785,0.528623718,0.474218887,0.423611605,0,0,0,0,37.5507,127.04,26.298,0.5721,5703.385742
28.8,23.3,67.26828766,90.55680084,30.44700438,25.36150993,6.16032517,62.23639353,0.38280539,0.510895597,0.506225802,0.461824262,0,0,0,0,37.5102,127.086,21.9668,0.1332,5695.727051
28.7,23.4,71.36063385,90.92311096,29.44490633,25.67087415,6.626467099,54.78256063,0.435800877,0.539007067,0.494232903,0.48219126,0,0,0,0,37.5372,126.891,15.5876,0.1554,5694.667969
29.8,23.6,68.5615387,89.47977448,29.77027637,25.790723,6.812840283,35.26053015,0.439030515,0.538876031,0.496585659,0.472358208,0,0,0,0,37.5237,126.909,17.2956,0.2223,5693.029785
29.1,23.3,64.60845184,85.67020416,31.16118375,26.25159112,6.962600837,6.370118052,0.442009414,0.521716314,0.49882217,0.457676199,0,0,0,0,37.5237,126.97,19.5844,0.2713,5699.056641
26.6,23.1,67.40791321,96.00987244,29.04418709,22.2531997,6.115539432,93.91708571,0.203154474,0.157169302,0.150066272,0.107855082,0,0,0,0,37.6046,126.991,212.335,2.785,5827.258789
28.4,23.7,58.44108582,92.78936768,31.25248433,23.28083254,6.334460706,63.22196062,0.149461514,0.157120357,0.092659542,0.030493793,0,0,0,0,37.6046,127.032,44.7624,0.5141,5698.280273
29.1,25.5,54.10939789,87.40589142,32.24518305,23.97564079,6.293248167,13.38269612,0.187443112,0.189251178,0.136564352,0.058879185,0,0,0,0,37.5776,127.058,33.3068,0.2661,5692.631836
29.2,25.5,69.1838913,96.69805908,29.85891593,22.53955835,6.364440352,102.1844431,0.138407411,0.205804608,0.146034026,0.024339078,0,0,0,0,37.645,127.022,45.716,2.5348,5685.614258
29.2,24.8,64.82016754,93.55840302,30.47946932,23.10657518,5.605398645,105.1360294,0.186976622,0.183811506,0.211983369,0.086845352,0,0,0,0,37.5507,127.135,35.038,0.5055,5687.061035
29.8,26.2,58.92100525,88.53321838,30.91412695,23.65191068,5.923037042,47.20480069,0.182482669,0.207620397,0.198871162,0.072536445,0,0,0,0,37.5102,127.042,54.6384,0.1457,5701.249023
28.6,26.1,69.97158051,95.09324646,29.3485899,23.76728211,4.942820181,115.2744456,0.194535229,0.168555831,0.174924113,0.131426814,0,0,0,0,37.5776,126.838,12.37,0.0985,5677.527344
28.5,26.1,63.93115997,89.94631195,30.43155447,23.67964036,6.177131375,56.54573003,0.135552917,0.249327752,0.133732733,0.137204004,0,0,0,0,37.4697,126.91,52.518,1.5629,5689.650879
29.5,25.5,66.2080307,94.54742432,29.42532827,22.90565657,5.559858655,99.7735041,0.155516142,0.237277339,0.160008445,0.138426579,0,0,0,0,37.4967,126.826,50.9312,0.4125,5705.89209
27.4,23.6,66.34168243,93.78341675,28.86712029,22.76898412,6.599801769,62.4781419,0.116942542,0.254197121,0.12551495,0.132660367,0,0,0,0,37.4562,126.955,208.507,5.1782,5703.202637
28.8,25.1,56.46356201,89.28005981,31.70222772,23.67078787,5.971510967,39.76560179,0.197204933,0.18093555,0.200013153,0.092155648,0,0,0,0,37.5372,127.085,28.7,0.6233,5694.289551
28.6,24.4,56.87379074,84.85340118,30.75501504,23.75864336,6.146816731,16.83453371,0.217765478,0.17255619,0.181755526,0.124229047,0,0,0,0,37.5507,126.988,132.118,0.5931,5751.119141
30.2,26.4,54.99291992,88.34437561,31.8553937,23.61157271,6.073135366,48.37304072,0.182921805,0.183110611,0.142058467,0.069895946,0,0,0,0,37.5776,127.083,59.8324,2.6865,5686.350098
28.8,26,59.14858627,84.8821106,31.16521075,24.21823045,6.149440597,15.73495843,0.155885812,0.210170431,0.153407546,0.101185866,0,0,0,0,37.4967,126.927,30.968,0.618,5685.721191
28.7,25.6,57.57053757,86.014534,31.23794079,24.30419933,5.798507214,17.98160209,0.210352644,0.174958036,0.181486457,0.118071152,0,0,0,0,37.5507,126.937,30.0464,0.8552,5697.161133
28.7,24.3,65.02901459,91.53733826,29.89072034,23.13492933,6.017136832,73.75259336,0.125737101,0.247765823,0.142445457,0.093211579,0,0,0,0,37.4697,126.995,82.2912,2.2579,5682.02002
28.8,24.4,60.56629562,95.34130096,30.85136802,22.74692286,5.514490366,120.7752903,0.192595853,0.147226386,0.189792395,0.039451769,0,0,0,0,37.6181,127.099,53.4712,0.697,5700.312988
30.1,25.5,63.74325562,91.87649536,30.19393274,23.16800597,5.577052901,83.1470259,0.141718325,0.234208579,0.172735513,0.090441655,0,0,0,0,37.4832,127.024,56.4448,1.2313,5689.92627
29.1,24.3,60.98329163,88.78957367,30.61365741,23.98491576,5.704237749,50.13342088,0.214570548,0.156032347,0.149552774,0.106188429,0,0,0,0,37.5776,126.938,75.0924,1.7678,5723.936035
28.7,24.8,70.21327972,97.91261292,29.29306968,22.16049803,6.681804379,93.4644208,0.194931606,0.187636232,0.135272199,0.027227535,0,0,0,0,37.6181,127.004,146.554,4.7296,5766.23877
28.7,26.1,54.77482605,85.73245239,32.14118036,24.18562892,6.121361136,8.44637541,0.19871206,0.181773307,0.167853597,0.127590935,0,0,0,0,37.5507,127.04,26.298,0.5721,5688.612305
29.6,26.1,61.40455246,91.98117065,30.70451562,23.40600713,5.643939833,73.29818813,0.163852306,0.196332471,0.179333177,0.053198275,0,0,0,0,37.5102,127.086,21.9668,0.1332,5680.842773
29.1,26.3,63.24331665,90.76448822,30.32241174,24.07583405,5.399735828,66.63928517,0.194160168,0.1967561,0.184031726,0.120880543,0,0,0,0,37.5372,126.891,15.5876,0.1554,5679.824707
29.5,26.4,60.91001511,86.95449829,30.78232172,24.1783018,5.648758084,42.67412142,0.18904309,0.194121073,0.182229061,0.129678156,0,0,0,0,37.5237,126.909,17.2956,0.2223,5678.131836
29.4,26.3,56.05120468,83.91456604,31.65901412,24.50562454,6.096506725,7.661955674,0.19666059,0.188911943,0.196594059,0.117854315,0,0,0,0,37.5237,126.97,19.5844,0.2713,5684.274902
27.1,21.8,68.79098511,96.96363068,29.47446622,22.47552913,6.685437212,97.85493114,0.196739094,0.09164199,0.068839645,0.074631002,0,0,0,0,37.6046,126.991,212.335,2.785,5812.293457
29.9,22.9,62.31581116,87.65763855,31.64880314,24.33788284,6.287972788,55.67108482,0.059982739,0.096780924,0.222158725,0.074919353,0,0,0,0,37.6046,127.032,44.7624,0.5141,5682.862305
30.4,23.5,53.91926575,84.45715332,32.63416934,25.04816382,6.330550522,13.2777026,0.106360921,0.075444254,0.217660402,0.049479821,0,0,0,0,37.5776,127.058,33.3068,0.2661,5677.223633
30.6,23.6,69.30267334,97.41956329,30.69746636,23.04057696,7.390923719,112.2129178,0.076541629,0.089963355,0.125398147,0.084885336,0,0,0,0,37.645,127.022,45.716,2.5348,5670.164063
29.9,23.3,58.68834686,91.72759247,32.08113241,24.15679358,5.522886554,129.2655518,0.126143893,0.114181696,0.166265602,0.060018231,0,0,0,0,37.5507,127.135,35.038,0.5055,5671.518555
30.9,23.9,54.3185463,85.90830231,32.19221101,25.25104046,6.309054534,58.61356441,0.159841119,0.139103795,0.135540601,0.055139747,0,0,0,0,37.5102,127.042,54.6384,0.1457,5685.702148
30.1,23.6,72.89418793,94.48539734,29.0107111,24.3832198,5.326467921,129.0328836,0.211338954,0.140074228,0.065609999,0.091975787,0,0,0,0,37.5776,126.838,12.37,0.0985,5662.053223
30.1,23.7,60.55377579,89.82693481,30.80724834,24.50534923,5.685788194,66.72449195,0.195513843,0.139230293,0.059038907,0.091520501,0,0,0,0,37.4697,126.91,52.518,1.5629,5673.949219
30.9,23.4,65.09328461,94.04893494,29.66414731,24.00221537,5.736118366,115.7590521,0.20903435,0.111222472,0.044616397,0.089023856,0,0,0,0,37.4967,126.826,50.9312,0.4125,5690.475586
28.7,22.7,62.71435165,93.69041443,29.80534212,23.02795449,6.151841501,74.13838681,0.208708081,0.139001474,0.073800134,0.059797887,0,0,0,0,37.4562,126.955,208.507,5.1782,5686.123535
29.8,23.3,51.43120193,83.02618408,33.03403498,25.19662568,6.028697153,49.37239957,0.10863876,0.082361011,0.163210726,0.051106457,0,0,0,0,37.5372,127.085,28.7,0.6233,5678.985352
30.1,22.4,55.93909073,86.30287933,31.7110546,24.36495343,6.492380798,18.92159194,0.190727,0.127493168,0.121892217,0.0542415,0,0,0,0,37.5507,126.988,132.118,0.5931,5735.509766
30.2,23.6,55.43662643,86.2786026,31.94287394,24.89322501,6.137969146,18.51336185,0.186718164,0.139176577,0.051440318,0.072886466,0,0,0,0,37.4967,126.927,30.968,0.618,5670.20166
29.3,23.5,56.5702095,87.6682663,31.87678702,24.8478323,6.100253493,19.83643486,0.190660278,0.163104828,0.072865076,0.065219274,0,0,0,0,37.5507,126.937,30.0464,0.8552,5681.875
29,23.2,59.8115654,90.07278442,31.01656134,24.50157781,6.376727223,88.65224858,0.168402299,0.144351666,0.086699974,0.046721426,0,0,0,0,37.4697,126.995,82.2912,2.2579,5665.88916
30.1,23.2,59.76927185,93.92183685,31.71127374,23.7365872,4.635981634,122.0541367,0.147822166,0.124665279,0.217644062,0.090059897,0,0,0,0,37.6181,127.099,53.4712,0.697,5684.806641
31.8,23.8,59.75623322,88.7875061,31.28540552,24.78824241,6.135713905,100.9505768,0.142384069,0.152639987,0.097376404,0.054725039,0,0,0,0,37.4832,127.024,56.4448,1.2313,5674.166992
30.3,23.3,61.60259628,90.05885315,31.00496214,24.43716169,5.739487112,52.13946585,0.207708105,0.137533986,0.082340798,0.082339914,0,0,0,0,37.5776,126.938,75.0924,1.7678,5708.634766
29.7,23.3,71.03404999,98.8611145,29.95835061,22.58177139,7.350384225,100.1046673,0.126182939,0.112550471,0.049742788,0.072010881,0,0,0,0,37.6181,127.004,146.554,4.7296,5751.265137
30.2,23.5,52.16133499,83.45092773,32.90968863,25.13114811,6.419490884,9.949398458,0.104623982,0.104523057,0.195593479,0.042066016,0,0,0,0,37.5507,127.04,26.298,0.5721,5673.222656
30.4,24,56.07286835,86.2540741,32.14351605,25.33047639,6.012614459,95.78171889,0.165920339,0.100758043,0.095277007,0.047838725,0,0,0,0,37.5102,127.086,21.9668,0.1332,5665.337891
31.1,23.9,63.74250412,91.45922089,30.58059207,24.5739363,5.699044098,77.0714701,0.198061501,0.156510605,0.046389854,0.068906607,0,0,0,0,37.5372,126.891,15.5876,0.1554,5664.362793
30.6,24,59.38178635,89.30680847,31.26702351,24.76601449,5.872956395,49.84850303,0.18527568,0.169550455,0.050086151,0.064242003,0,0,0,0,37.5237,126.909,17.2956,0.2223,5662.612793
30.5,23.9,53.16016006,83.60549164,32.72004762,25.36625339,6.446167121,9.272524218,0.194265676,0.17464415,0.099892365,0.057635952,0,0,0,0,37.5237,126.97,19.5844,0.2713,5668.876465
30.3,21.9,55.57230377,88.17235565,31.72346392,23.85427648,5.955876867,119.4794843,4.83E-05,0.034437334,0.054478702,0.086210165,0,0,0,0,37.6046,126.991,212.335,2.785,5796.745117
32.1,23.4,47.9911499,92.11868286,34.27182808,25.8714542,6.154351393,78.80949558,0.084457846,0.03936018,0.048851892,0.076262514,0,0,0,0,37.6046,127.032,44.7624,0.5141,5666.851563
32.5,24.7,42.98453903,80.24530792,35.15715772,26.91963834,6.330156088,17.25714117,0.061537707,0.032353227,0.095004131,0.129574332,0,0,0,0,37.5776,127.058,33.3068,0.2661,5661.220703
33.1,24.7,58.88646698,91.99602509,32.66365987,23.74853655,6.347624838,149.5232934,0.025466466,0.026282577,0.015239626,0.061758274,0,0,0,0,37.645,127.022,45.716,2.5348,5654.115723
32.2,24.6,52.16778564,85.58562469,33.50432511,25.14091877,5.886442552,156.781404,0.020666695,0.019165083,0.078790965,0.138590003,0,0,0,0,37.5507,127.135,35.038,0.5055,5655.37793
33.1,25.3,48.80934143,69.40010071,34.15828887,26.74121041,6.36016952,72.49466626,0.002927732,0.025536636,0.057076567,0.12367103,0,0,0,0,37.5102,127.042,54.6384,0.1457,5669.556641
33.3,24.7,58.37151718,93.43635559,31.87031054,24.97309766,5.353784641,163.269139,0.007780198,0.031357985,0.022931182,0.131760017,0,0,0,0,37.5776,126.838,12.37,0.0985,5645.98291
34,24.9,51.34659195,80.95629883,33.42815704,25.33827745,6.337323119,76.52506586,0.007128136,0.025729991,0.011928762,0.113996852,0,0,0,0,37.4697,126.91,52.518,1.5629,5657.645508
32.8,24.8,55.24929047,92.94250488,32.09092729,24.23304456,5.925305734,129.3977199,0.002172375,0.036925642,0.015495651,0.121174479,0,0,0,0,37.4967,126.826,50.9312,0.4125,5674.463867
32,22.9,53.54665375,71.53173065,32.65715483,25.89620241,6.544327736,86.24397878,0.005401595,0.019536219,0.014049888,0.079698871,0,0,0,0,37.4562,126.955,208.507,5.1782,5668.401855
33.7,25.1,46.52645493,71.94094086,34.64269944,26.44301024,6.498826047,62.43635941,0.015247994,0.024308584,0.088149269,0.124029383,0,0,0,0,37.5372,127.085,28.7,0.6233,5663.089355
32,23.3,45.53671265,68.72842407,33.85014964,26.83900668,6.462264001,23.49864809,0.006589395,0.035220105,0.083929598,0.09414388,0,0,0,0,37.5507,126.988,132.118,0.5931,5719.299805
33.2,25,44.19173813,79.53977966,34.76545008,26.31310029,6.386718005,62.55395838,0.02149997,0.028259897,0.107447577,0.148692626,0,0,0,0,37.5776,127.083,59.8324,2.6865,5654.287598
33.4,24.8,46.92576599,74.0308609,34.3953757,26.34982842,6.460515777,22.25401505,0.006200969,0.029831385,0.017399415,0.118400165,0,0,0,0,37.4967,126.927,30.968,0.618,5654.083984
32.9,24.3,45.98428726,74.78284454,34.63468312,26.52842642,6.145176589,24.40483377,0.009428032,0.034660275,0.030049324,0.107820921,0,0,0,0,37.5507,126.937,30.0464,0.8552,5665.998047
32.2,22.5,52.61193848,71.50915527,33.84101318,26.40645948,6.003144026,103.4574349,0.005343847,0.022212384,0.018106346,0.095786895,0,0,0,0,37.4697,126.995,82.2912,2.2579,5649.142578
32,23.4,48.93905258,93.74504852,33.9243313,24.65498768,5.72405987,152.8577531,0.025099666,0.0311282,0.107918694,0.147985915,0,0,0,0,37.6181,127.099,53.4712,0.697,5668.702637
33.8,25.1,52.27147293,72.57133484,33.50304206,26.19863105,6.00082311,119.5760915,0.002211842,0.025724262,0.04350427,0.122178234,0,0,0,0,37.4832,127.024,56.4448,1.2313,5657.802246
33.2,23.7,49.00317001,82.66187286,33.42492726,26.06719345,5.818877965,63.67271648,0.007019604,0.033169075,0.025504454,0.11773374,0,0,0,0,37.5776,126.938,75.0924,1.7678,5692.742676
33.3,23.9,58.94777679,88.92004395,32.02575276,23.5077391,6.355237544,129.6957624,0.000899432,0.031678098,0.048920683,0.070992018,0,0,0,0,37.6181,127.004,146.554,4.7296,5735.703613
33.5,24.8,44.38005066,66.5134964,35.01168962,27.14894031,6.482696831,13.44009978,0.015347773,0.030364382,0.09325579,0.124777387,0,0,0,0,37.5507,127.04,26.298,0.5721,5657.239258
34,25.3,50.89291,73.75928497,33.80608931,26.35873363,5.9604369,114.572065,0.010457555,0.021417333,0.066139345,0.114427399,0,0,0,0,37.5102,127.086,21.9668,0.1332,5649.235352
33.8,25.2,52.43516159,82.93900299,33.04912882,25.64580225,5.923786054,95.02589353,0.009990075,0.032073841,0.021000738,0.118095413,0,0,0,0,37.5372,126.891,15.5876,0.1554,5648.304688
33.8,25.1,49.5396843,79.61055756,33.83885317,25.92440551,6.183346043,62.14981413,0.008799842,0.031672392,0.019596622,0.115684064,0,0,0,0,37.5237,126.909,17.2956,0.2223,5646.496582
34.1,25.3,44.86943817,67.81478119,35.57051097,27.27698962,6.380971948,11.52858957,0.005857076,0.032100118,0.04701803,0.106298177,0,0,0,0,37.5237,126.97,19.5844,0.2713,5652.883301
31,23.5,70.40934753,89.19611359,30.14329263,25.16782316,6.805040359,87.62533712,0.331956673,0.419722012,0.381560051,0.343512285,0,0,0,0,37.6046,126.991,212.335,2.785,5780.611328
34,24.5,61.16654968,79.95729828,32.56919175,27.17762823,7.663959722,66.62501232,0.315696837,0.370811189,0.307256754,0.401272125,0,0,0,0,37.6046,127.032,44.7624,0.5141,5650.245605
33.6,26.1,55.61601639,74.35527039,33.45767242,27.87311489,7.171097378,14.6572086,0.314853958,0.39461919,0.338988132,0.364328352,0,0,0,0,37.5776,127.058,33.3068,0.2661,5644.621582
34.9,25.8,70.88983154,90.09037018,31.68926286,25.9657751,8.254835526,125.3855556,0.300173526,0.345559089,0.2868681,0.418545975,0,0,0,0,37.645,127.022,45.716,2.5348,5637.466309
32.7,25.4,61.35219955,87.02294922,32.25661608,26.07597959,6.711899092,128.0338023,0.315151793,0.325832504,0.343201388,0.373553965,0,0,0,0,37.5507,127.135,35.038,0.5055,5638.637207
34.1,26.8,58.80575943,79.76290894,32.27943159,26.93385238,6.48882703,60.8799026,0.31402457,0.377904478,0.340686679,0.302366892,0,0,0,0,37.5102,127.042,54.6384,0.1457,5652.810547
34.4,26,72.19660187,88.82380676,30.38261904,26.36946574,6.659240256,146.2926507,0.287644371,0.373364016,0.375211533,0.355990708,0,0,0,0,37.5776,126.838,12.37,0.0985,5629.313965
33.6,26.1,63.70095825,88.01365662,31.10916042,26.4777719,7.796702166,61.76630735,0.306459577,0.360967418,0.345816937,0.334999758,0,0,0,0,37.4697,126.91,52.518,1.5629,5640.737305
34.3,25,70.0266571,90.3423233,30.53248068,25.67752035,7.218993992,101.0008623,0.288199747,0.363626865,0.358039863,0.329392824,0,0,0,0,37.4967,126.826,50.9312,0.4125,5657.855469
32.4,23.5,63.18827438,87.49208069,30.31547079,26.03263275,9.357494036,73.84840751,0.305322942,0.333065544,0.309057808,0.295255761,0,0,0,0,37.4562,126.955,208.507,5.1782,5650.036621
33,25.6,56.52443695,79.9125824,32.97206861,27.25540053,6.486520946,53.00174491,0.310321557,0.362978733,0.352722022,0.337220311,0,0,0,0,37.5372,127.085,28.7,0.6233,5646.600098
33,25,58.71650696,80.65071869,31.93252259,27.13270732,7.686760426,19.65330676,0.315064767,0.408143948,0.347544766,0.339934292,0,0,0,0,37.5507,126.988,132.118,0.5931,5702.487793
35.3,26.8,55.84215164,77.74112701,33.19769135,27.31739068,6.998111566,51.41424219,0.308734778,0.370166785,0.357581092,0.344409848,0,0,0,0,37.5776,127.083,59.8324,2.6865,5637.350098
33,25.7,60.43488693,83.99349213,31.91965788,27.22265368,7.969395101,19.0096848,0.306785204,0.370539473,0.35121739,0.338085754,0,0,0,0,37.4967,126.927,30.968,0.618,5637.367676
34.2,25.9,60.74165726,82.1621933,32.25616637,27.38998802,7.292689472,20.2522734,0.316374719,0.390896413,0.369290338,0.362081751,0,0,0,0,37.5507,126.937,30.0464,0.8552,5649.52832
32.4,24.2,61.85813904,83.57472229,31.50900362,27.0866959,8.299082478,92.99465617,0.304536482,0.333043187,0.310099185,0.295427878,0,0,0,0,37.4697,126.995,82.2912,2.2579,5631.779297
33.1,24,61.7322464,86.06184387,32.54620455,26.50377225,6.332740108,122.8369916,0.308271614,0.351413346,0.345095149,0.307683467,0,0,0,0,37.6181,127.099,53.4712,0.697,5651.999512
34.3,25.4,61.63573456,85.38532257,31.80927485,26.6900349,6.799267044,100.5771873,0.314342078,0.37009586,0.3283387,0.288660583,0,0,0,0,37.4832,127.024,56.4448,1.2313,5640.830566
33.5,25,63.21986008,83.13431549,31.62031752,26.83134034,6.951445103,50.42135771,0.314684711,0.402249066,0.368750842,0.363544391,0,0,0,0,37.5776,126.938,75.0924,1.7678,5676.257813
34.2,25.6,73.48059845,92.90700531,30.6111548,25.09031798,8.477526506,97.99736357,0.32428469,0.390253397,0.338510937,0.330740893,0,0,0,0,37.6181,127.004,146.554,4.7296,5719.555664
33.6,26.3,55.99732208,76.99655151,33.25946999,27.88121744,7.21309039,12.18374217,0.306029286,0.387904328,0.330006621,0.333352711,0,0,0,0,37.5507,127.04,26.298,0.5721,5640.659668
33.7,26.3,60.11949539,84.00807953,32.32434591,27.09463016,6.172616263,97.94182475,0.314740004,0.331840147,0.336200709,0.34621116,0,0,0,0,37.5102,127.086,21.9668,0.1332,5632.53418
34,26.3,66.80971527,87.22349548,31.31521084,26.73549318,7.084878395,82.8839097,0.304627269,0.380097397,0.371447367,0.348985266,0,0,0,0,37.5372,126.891,15.5876,0.1554,5631.648926
35.2,26.5,64.12787628,85.69251251,31.66675598,27.00229076,7.422894071,54.51878285,0.308674091,0.377621731,0.366898327,0.342964818,0,0,0,0,37.5237,126.909,17.2956,0.2223,5629.780762
34.4,26.6,57.1460495,80.20110321,32.7724463,28.01267453,7.559065988,9.971945783,0.30778558,0.396632472,0.348549799,0.336868618,0,0,0,0,37.5237,126.97,19.5844,0.2713,5636.294434
29.2,24.7,74.39904022,94.69458771,29.00739044,25.47009377,6.148478697,58.2950869,0.484126649,0.46588222,0.519059271,0.439499229,0,0,0,0,37.6046,126.991,212.335,2.785,5763.888672
31.8,27.3,64.89751434,85.99318695,31.26938006,27.470791,6.924087306,49.43686243,0.454113408,0.43969569,0.442108379,0.336694877,0,0,0,0,37.6046,127.032,44.7624,0.5141,5633.040527
32.6,27.5,57.65456772,82.2905426,32.23517637,28.16109591,7.040675402,11.14829552,0.44592707,0.466479393,0.490089551,0.352457988,0,0,0,0,37.5776,127.058,33.3068,0.2661,5627.421875
32.6,27.6,74.98991394,98.11842346,30.47636645,26.22821212,6.153532704,82.33537303,0.450570234,0.373921209,0.469731743,0.360524466,0,0,0,0,37.645,127.022,45.716,2.5348,5620.059082
32.3,27.5,65.82627869,89.23423004,31.14510403,26.91125586,5.995903571,93.78366129,0.409906679,0.427717922,0.520635989,0.34605821,0,0,0,0,37.5507,127.135,35.038,0.5055,5621.290039
33,27.6,62.50884628,86.98396301,31.52957667,27.30717676,6.493082265,49.88749703,0.438076047,0.458993889,0.542670202,0.313824084,0,0,0,0,37.5102,127.042,54.6384,0.1457,5635.460449
31.8,27.2,73.82423401,92.84940338,29.8553149,26.50808455,6.550941706,108.6655807,0.425336333,0.502237367,0.553894319,0.371361466,0,0,0,0,37.5776,126.838,12.37,0.0985,5612.043945
31.8,27.2,65.44181824,89.90904236,30.8255387,26.7659956,7.238376121,46.21401048,0.40211739,0.503837067,0.454228501,0.359745933,0,0,0,0,37.4697,126.91,52.518,1.5629,5623.22168
33,26.6,71.19782257,93.66374207,29.99985455,26.12171449,6.881668031,74.0440102,0.395824937,0.505817202,0.489175342,0.350426755,0,0,0,0,37.4967,126.826,50.9312,0.4125,5640.645996
30.5,25.9,65.78509521,90.83834839,29.86854538,25.87987236,8.169259032,54.37046889,0.41013707,0.443954624,0.420783311,0.307029492,0,0,0,0,37.4562,126.955,208.507,5.1782,5631.025391
32.5,27.2,58.82542419,86.11211395,31.9976367,27.64655289,6.612797638,43.49042861,0.431236779,0.472416323,0.537390038,0.331629235,0,0,0,0,37.5372,127.085,28.7,0.6233,5629.513672
